mean,std,rms,peak_to_peak,kurtosis,skewness,crest_factor,shape_factor,impulse_factor,variance,freq_centroid,rms_freq,std_freq,kurtosis_psd,env_peak_freq_1,env_peak_freq_2,env_peak_freq_3,fault_type
0.000346385,0.071879919,0.071880754,0.461581096,-0.258699356,-0.049150036,3.391811593,1.24361935,4.218122529,0.005166723,3445.037956,3970.064319,1973.100145,554.5510822,117.1875,242.1875,4265.625,N
0.000423481,0.071758829,0.071760078,0.478033859,-0.235051951,-0.010526548,3.397515433,1.23943839,4.211011058,0.00514933,3433.143411,3968.689498,1990.985348,539.8260873,117.1875,242.1875,4265.625,N
0.000424856,0.071721925,0.071723184,0.468429098,-0.170450379,0.016041177,3.265720691,1.239732668,4.048620625,0.005144035,3485.033751,3996.362493,1955.876513,549.4178262,117.1875,242.1875,4265.625,N
0.000780143,0.073382464,0.073386611,0.472458884,-0.12568171,0.000681758,3.229080286,1.243872483,4.016564115,0.005384986,3460.061687,3969.882954,1946.264061,555.3812334,117.1875,242.1875,4265.625,N
0.000704575,0.073233838,0.073237227,0.524591,-0.108717509,0.009048599,3.947492068,1.241134132,4.899367142,0.005363195,3437.989119,3951.377754,1947.720969,554.5020936,117.1875,242.1875,3664.0625,N
0.00091789,0.071371051,0.071376954,0.518831717,-0.120358011,-0.001100362,4.050374231,1.240002864,5.022475647,0.005093827,3518.811476,4012.044198,1927.294592,574.736977,117.1875,242.1875,4265.625,N
0.000591118,0.070737328,0.070739798,0.492059404,-0.174363412,0.018993979,3.623871226,1.234320758,4.473019477,0.00500377,3573.32928,4038.765019,1882.270102,576.4812646,117.1875,242.1875,4265.625,N
0.000212848,0.071054672,0.071054991,0.520570141,-0.048091191,0.057043037,3.718503356,1.244396859,4.627293896,0.005048766,3564.953667,4036.412517,1893.074579,566.2070166,117.1875,242.1875,4265.625,N
0.000375746,0.071156573,0.071157565,0.51039874,-0.100617398,0.016523185,3.713143089,1.247967139,4.633880556,0.005063258,3560.714621,4023.287701,1873.007023,577.8282742,117.1875,242.1875,125,N
-0.000419324,0.071838818,0.071840042,0.452765936,-0.197498736,-0.013895238,3.364182822,1.24363317,4.183809349,0.005160816,3609.188388,4059.267525,1857.797626,576.0902164,117.1875,242.1875,4265.625,N
-0.001259717,0.071784548,0.0717956,0.463382016,-0.15268655,0.009576248,3.366265272,1.246779396,4.196990183,0.005153021,3616.864259,4066.112173,1857.837758,577.3501465,117.1875,125,242.1875,N
-0.000508198,0.07072119,0.070723016,0.458651215,-0.207003509,0.009345764,3.350426057,1.241666314,4.160111171,0.005001487,3575.456274,4041.152164,1883.354253,567.7810843,117.1875,125,242.1875,N
-7.52E-05,0.071858769,0.071858809,0.459428739,-0.222384177,-0.025821295,3.348575453,1.238571704,4.147450804,0.005163683,3545.871722,4023.797465,1902.035692,587.7178298,117.1875,242.1875,125,N
-0.000440378,0.070886437,0.070887805,0.472637231,-0.160358563,-0.047814666,3.580772935,1.244113075,4.454886426,0.005024887,3576.189443,4053.149785,1907.58807,569.3398166,117.1875,242.1875,125,N
-0.000257237,0.069870408,0.069870881,0.491284784,-0.243267671,-0.044034853,3.632888697,1.24070317,4.507336522,0.004881874,3572.450991,4052.686583,1913.599345,573.4950562,117.1875,242.1875,4265.625,N
9.75E-05,0.070995272,0.070995339,0.473348597,-0.347276043,-0.040245153,3.344609011,1.234460743,4.128788526,0.005040329,3539.176692,4028.143925,1923.583068,565.1944249,117.1875,242.1875,125,N
0.000652467,0.072123117,0.072126069,0.452424744,-0.372654756,-0.029797253,3.27061979,1.230516137,4.024550428,0.005201744,3450.618819,3965.056533,1953.177688,564.3266198,117.1875,242.1875,4265.625,N
0.001016726,0.072832101,0.072839198,0.459475073,-0.406761814,-0.015879759,3.222714483,1.224601171,3.946539928,0.005304515,3400.759699,3929.276581,1968.260124,540.7534415,117.1875,4265.625,242.1875,N
0.000190974,0.072869871,0.072870122,0.447948961,-0.314157666,-0.019141394,3.349789739,1.234166183,4.134197216,0.005310018,3381.880888,3912.402402,1967.174171,548.9319106,117.1875,242.1875,4265.625,N
-2.31E-05,0.073293663,0.073293667,0.465589256,-0.312987871,-0.005231832,3.330432176,1.235864249,4.115962059,0.005371961,3409.518689,3927.335535,1949.139993,534.7908474,117.1875,242.1875,4265.625,N
0.000832219,0.071988188,0.071992998,0.466529738,-0.346710612,-0.019339373,3.403665295,1.230902923,4.189581562,0.005182299,3471.702483,3971.536111,1928.828907,622.0910859,117.1875,242.1875,4265.625,N
0.000979588,0.069868712,0.069875579,0.456028954,-0.290494253,-0.061790527,3.50680557,1.236278394,4.335387959,0.004881637,3564.03501,4039.753682,1901.910687,570.177796,117.1875,242.1875,4265.625,N
0.00056758,0.069033178,0.069035511,0.423250756,-0.322400208,-0.036917181,3.251140089,1.233285151,4.009582794,0.00476558,3581.54153,4057.090518,1905.923328,568.7901402,117.1875,242.1875,4265.625,N
-0.000621882,0.070254911,0.070257663,0.453065875,-0.353458961,0.000736282,3.254047257,1.226337798,3.990561147,0.004935753,3480.970664,3988.481027,1947.003887,588.7830505,117.1875,234.375,4265.625,N
-0.000903685,0.070740541,0.070746313,0.435065343,-0.308523145,-0.012408696,3.231571348,1.229719502,3.973926309,0.005004224,3500.357966,3992.728307,1920.774179,589.1126037,117.1875,242.1875,4265.625,N
-0.000104301,0.070180063,0.070180141,0.483527663,-0.140407494,0.012792041,3.481571289,1.241376159,4.321939594,0.004925241,3507.413751,3997.752548,1918.351952,570.184319,117.1875,242.1875,4265.625,N
-0.000788692,0.072185285,0.072189593,0.483527663,-0.095531288,-0.031489367,3.384659075,1.244159453,4.211055584,0.005210715,3422.377042,3933.528651,1939.067569,620.5451989,117.1875,242.1875,4265.625,N
-0.000763602,0.072562798,0.072566816,0.479466069,-0.163345064,-0.081122543,3.404169901,1.238441618,4.215865682,0.00526536,3494.752345,3974.721922,1893.441419,575.3195472,117.1875,242.1875,4265.625,N
0.001093356,0.071033523,0.071041937,0.461360004,-0.178118043,-0.035085489,3.477238678,1.238936787,4.308078915,0.005045761,3533.316983,4008.623036,1893.338253,565.0629098,117.1875,242.1875,4265.625,N
0.001912989,0.072162452,0.072187803,0.438738824,-0.313225464,-0.052068952,3.108677364,1.23306569,3.833203397,0.005207419,3498.734271,3993.379992,1925.082405,613.0180718,117.1875,242.1875,125,N
0.001581019,0.073167725,0.073184804,0.447912124,-0.397039878,-0.039425704,3.178296367,1.228391939,3.904193638,0.005353516,3438.604943,3946.401873,1936.513308,568.7705761,117.1875,242.1875,3546.875,N
0.001287453,0.072941786,0.072953147,0.447500585,-0.405001661,-0.008088321,3.18838882,1.229075746,3.918771366,0.005320504,3353.310795,3896.443126,1984.332568,546.0811063,117.1875,4265.625,242.1875,N
0.000601754,0.073427279,0.073429745,0.429007389,-0.451612447,-0.038546121,2.92657406,1.226518955,3.589498559,0.005391565,3365.264151,3907.677681,1986.187819,593.6241827,117.1875,4265.625,242.1875,N
0.000175931,0.073681216,0.073681426,0.496575736,-0.349186304,-0.067078307,3.489350204,1.233423033,4.303844911,0.005428922,3356.255094,3896.618954,1979.694676,548.7197925,117.1875,4265.625,3484.375,N
0.001331493,0.07356964,0.073581688,0.496575736,-0.336415096,-0.082560238,3.494079925,1.231437004,4.302739314,0.005412492,3394.862537,3915.48084,1950.871232,543.1918441,117.1875,4265.625,242.1875,N
0.002202975,0.075202259,0.075234519,0.462872812,-0.372536604,-0.0575491,3.304165602,1.225751626,4.050086358,0.00565538,3397.267407,3905.598856,1926.72691,589.1335268,117.1875,4265.625,125,N
0.001276375,0.075696545,0.075707306,0.489888022,-0.35486351,-0.066871282,3.283531338,1.228610457,4.034180937,0.005729967,3385.52927,3894.217555,1924.34974,532.1803495,117.1875,242.1875,4265.625,N
0.00089086,0.074162823,0.074168173,0.4765883,-0.327777472,-0.079726635,3.253426637,1.23617236,4.021796083,0.005500124,3394.819183,3923.604343,1967.19947,533.5269675,117.1875,242.1875,4265.625,N
0.000548065,0.074034977,0.074037005,0.464631706,-0.273009469,-0.04098336,3.177972789,1.241772229,3.946318352,0.005481178,3361.769546,3898.276545,1973.59204,583.975618,117.1875,242.1875,4265.625,N
0.000406854,0.073769324,0.073770446,0.452544676,-0.206964313,0.000418947,3.10888887,1.242973147,3.864265383,0.005441913,3322.102677,3877.342761,1999.355068,525.3570331,117.1875,242.1875,3546.875,N
0.000109331,0.074100069,0.074100149,0.464563768,-0.090710765,-0.057449467,3.182352463,1.249807738,3.977328734,0.00549082,3294.25927,3863.810395,2019.130167,511.569103,117.1875,242.1875,4265.625,N
-0.001079044,0.074320047,0.07432788,0.478550703,-0.056399178,-0.077376644,3.265772031,1.255555973,4.10035958,0.005523469,3343.533494,3888.662295,1985.567481,580.9381549,117.1875,4265.625,3601.5625,N
-0.001043138,0.073356835,0.073364251,0.47352638,-0.168914894,-0.048897905,3.308667448,1.246113727,4.122975927,0.005381225,3404.573374,3930.346686,1963.798669,560.1705789,117.1875,242.1875,3601.5625,N
-0.000381155,0.074130761,0.074131741,0.462179216,-0.231670453,-0.050905774,3.121345092,1.241106327,3.873921143,0.00549537,3474.194426,3966.488015,1913.896617,586.1139187,117.1875,242.1875,4265.625,N
0.000194999,0.073659596,0.073659854,0.504022669,-0.14623733,-0.023493225,3.701228131,1.244405908,4.605830153,0.005425736,3557.288645,4014.928615,1861.544865,614.8539048,117.1875,242.1875,125,N
0.00047808,0.071606173,0.071607769,0.496358439,-0.169677681,-0.026938088,3.807295302,1.238724771,4.716191001,0.005127444,3598.096619,4050.581,1860.351353,581.8187718,117.1875,242.1875,4265.625,N
-0.001131514,0.071885113,0.071894018,0.445332344,-0.231604487,-0.068169886,3.111893347,1.240655163,3.860786548,0.005167469,3492.924677,3987.246036,1922.916574,568.9923191,117.1875,242.1875,4265.625,N
-0.003652329,0.073035008,0.073126274,0.485445496,-0.237418192,-0.105704354,3.653699115,1.246717331,4.555130007,0.005334112,3417.365316,3934.715108,1950.281334,586.6463805,117.1875,4265.625,242.1875,N
-0.003466469,0.074771152,0.074851463,0.508642094,-0.179417687,-0.126568366,3.839296955,1.247723863,4.790382427,0.005590725,3394.186426,3910.617526,1942.27391,543.9138392,117.1875,4265.625,242.1875,N
-0.00221873,0.074855494,0.074888369,0.522246752,-0.12500636,-0.122339147,3.83740493,1.245242464,4.778499569,0.005603345,3357.61457,3884.395218,1953.189856,538.1205138,117.1875,125,4265.625,N
-0.001934762,0.073681309,0.073706706,0.473845397,-0.207611847,-0.071403103,3.242250962,1.240206165,4.021059631,0.005428935,3416.124477,3927.161596,1937.186558,591.0198629,117.1875,4265.625,125,N
-0.000969471,0.073712345,0.07371872,0.443988023,-0.306726197,-0.062526493,3.241722608,1.235083699,4.003798751,0.00543351,3451.119055,3945.658727,1912.589882,545.4641679,117.1875,125,242.1875,N
0.000319808,0.074024615,0.074025306,0.478191646,-0.307731994,-0.043523942,3.287545608,1.233173033,4.054112587,0.005479644,3488.417243,3969.982844,1895.180446,581.5134873,117.1875,125,242.1875,N
0.001069073,0.075031876,0.075039492,0.468576166,-0.344653206,0.000318928,3.24311322,1.229899027,3.988701794,0.005629782,3466.801116,3950.505983,1894.145599,598.2641764,117.1875,242.1875,125,N
0.001460045,0.075412274,0.075426406,0.464100984,-0.321376642,0.01374356,3.246124544,1.232168579,3.999772665,0.005687011,3363.78584,3884.544295,1942.840498,551.4245573,117.1875,242.1875,4265.625,N
0.001553699,0.07495513,0.074971231,0.480943699,-0.297481372,0.002981106,3.265832852,1.235429944,4.034707696,0.005618271,3377.220392,3895.220447,1940.908229,565.4190581,117.1875,179.6875,4265.625,N
0.001900005,0.074802684,0.07482681,0.47328752,-0.335959108,0.000179991,3.169817464,1.230681811,3.901036695,0.005595441,3377.791363,3903.060381,1955.608817,579.0374403,117.1875,242.1875,4265.625,N
0.001881437,0.073031061,0.073055292,0.471195016,-0.269457488,0.024718289,3.24668239,1.234923049,4.009402916,0.005333536,3398.54006,3919.443619,1952.425092,599.3558341,117.1875,242.1875,4265.625,N
0.001170761,0.072188807,0.0721983,0.462930013,-0.236444507,0.034286228,3.258867618,1.239193038,4.038366065,0.005211224,3543.526399,4011.777952,1880.899518,578.1350439,117.1875,242.1875,4265.625,N
0.001421866,0.072817042,0.072830923,0.462930013,-0.253211191,0.040905319,3.230560517,1.237419357,3.997558117,0.005302322,3604.903748,4040.601853,1825.138983,634.2172197,117.1875,242.1875,125,N
0.001594665,0.07263885,0.072656352,0.483758131,-0.185860119,0.030120666,3.450128872,1.240605133,4.280247589,0.005276403,3587.711291,4041.471293,1860.596114,582.1034653,117.1875,242.1875,125,N
0.000800057,0.072611238,0.072615646,0.486577061,-0.13080163,0.018933272,3.452062916,1.246244116,4.302113098,0.005272392,3523.579415,3999.53428,1892.263872,600.5397351,117.1875,242.1875,125,N
0.000952506,0.07263185,0.072638096,0.471768188,-0.10763377,-0.014961536,3.304337501,1.248182394,4.124415891,0.005275386,3568.515949,4025.723003,1863.367816,639.3831864,117.1875,242.1875,125,N
0.001169836,0.071013356,0.071022991,0.473797404,-0.129485254,-0.003561258,3.379480071,1.243091959,4.201004504,0.005042897,3607.887642,4058.885869,1859.489514,598.949449,117.1875,242.1875,125,N
0.000353695,0.070882518,0.070883401,0.47939745,-0.212819762,-0.003943947,3.465138905,1.235483345,4.281121405,0.005024331,3605.376072,4057.63992,1861.640432,595.2508564,117.1875,242.1875,4265.625,N
-0.000145269,0.072580575,0.07258072,0.449060835,-0.259287813,-0.022214981,3.384105719,1.235911603,4.182455524,0.00526794,3601.966604,4048.251242,1847.74855,598.0709685,117.1875,125,242.1875,N
-0.000663949,0.073070775,0.073073791,0.43804947,-0.34958795,-0.014212084,3.210582892,1.236653404,3.97037826,0.005339338,3582.911232,4033.410483,1852.335615,578.931858,117.1875,242.1875,4265.625,N
-0.000818328,0.064840471,0.064845634,0.420245133,-0.042076009,-0.131582653,3.475687649,1.25395752,4.358364665,0.004204287,3015.536205,4059.57977,2717.853805,798.9873838,117.1875,3906.25,8046.875,N
-0.002213316,0.065017006,0.065054668,0.410411424,-0.20285476,-0.173153438,3.464519565,1.238082827,4.289362177,0.004227211,3053.876432,4078.95334,2704.015364,703.1962239,8046.875,117.1875,4148.4375,N
-0.00252587,0.065335116,0.065383923,0.433080483,-0.221736723,-0.181543663,3.719654922,1.24097001,4.615980204,0.004268677,3039.942906,4065.946163,2700.123207,668.004921,3906.25,8046.875,4148.4375,N
-0.002705197,0.065457505,0.065513381,0.433080483,-0.098938914,-0.206815788,3.712304724,1.251318825,4.645276787,0.004284685,3106.154176,4107.391542,2687.465631,764.7042979,8046.875,234.375,117.1875,N
-0.002958781,0.066282873,0.066348878,0.445778725,-0.101450044,-0.202227999,3.525502707,1.248568941,4.401833183,0.004393419,3131.533454,4110.582869,2662.778577,534.5524953,117.1875,8046.875,4265.625,N
-0.002666223,0.065852069,0.065906022,0.420852562,-0.223195031,-0.142886774,3.214661847,1.23818161,3.98033518,0.004336495,3159.078737,4127.622504,2656.593509,566.2344516,117.1875,3906.25,8046.875,N
-0.002789357,0.063001489,0.063063208,0.450835584,-0.100294885,-0.228435992,4.200258498,1.239887134,5.20784647,0.003969188,3332.508926,4280.990809,2687.241441,510.1414708,117.1875,8046.875,4265.625,N
-0.002594971,0.064400306,0.064452566,0.478314314,0.02148072,-0.195544646,4.109716511,1.250276298,5.138281147,0.004147399,3203.832357,4186.908016,2695.48826,585.5734271,117.1875,234.375,8046.875,N
-0.002229899,0.066448088,0.066485494,0.456823464,-0.09084273,-0.125419896,3.660812451,1.250179482,4.576672615,0.004415348,3065.267984,4077.457634,2688.827429,795.6102454,117.1875,8046.875,3906.25,N
-0.001804083,0.064796886,0.064821996,0.445346015,-0.056358065,-0.199516211,3.75475827,1.254389503,4.709929362,0.004198636,3094.038902,4129.153392,2734.379456,740.5397801,8046.875,117.1875,3726.5625,N
-0.000917962,0.065514242,0.065520673,0.425683401,-0.13321491,-0.25400972,3.697224142,1.249454704,4.619514094,0.004292116,3105.084478,4113.148432,2697.487796,737.1513952,234.375,8046.875,117.1875,N
0.000150852,0.065920843,0.065921016,0.400624139,-0.225534578,-0.251248939,3.410718481,1.239885133,4.228899139,0.004345558,3080.10346,4083.585586,2681.162791,618.0819607,8046.875,117.1875,4148.4375,N
0.000641884,0.064325504,0.064328706,0.417189909,-0.159184007,-0.203052815,3.49514298,1.243529683,4.346314041,0.00413777,3012.980086,4080.157028,2751.296491,725.3163623,117.1875,3906.25,8046.875,N
-4.92E-05,0.063886604,0.063886623,0.40581776,-0.058875287,-0.146473175,3.341323528,1.252029882,4.183436902,0.004081498,3113.892834,4150.13866,2743.596601,588.2193016,117.1875,8046.875,3789.0625,N
-0.001790335,0.064023872,0.064048899,0.420166266,-0.039529601,-0.170161037,3.624781478,1.254560719,4.547508457,0.004099056,3216.985167,4199.695969,2699.713442,534.2671409,117.1875,8046.875,4023.4375,N
-0.002535393,0.063183063,0.063233912,0.41133547,-0.194681051,-0.184464167,3.671499278,1.245071619,4.571279552,0.003992099,3205.801984,4205.800148,2722.423282,640.72157,117.1875,8046.875,3906.25,N
-0.002814811,0.063730954,0.063793085,0.384337014,-0.280930529,-0.182265698,3.364142515,1.236947924,4.161269101,0.004061634,3159.800516,4171.641049,2723.646406,590.3838525,8046.875,117.1875,4148.4375,N
-0.003989432,0.066741566,0.066860692,0.492412865,-0.081832026,-0.236894641,4.22372565,1.244614574,5.256910502,0.004454437,3036.851569,4052.666247,2683.586454,857.6539122,117.1875,3906.25,8046.875,N
-0.003773938,0.066175445,0.06628297,0.492412865,-0.005919239,-0.275514516,4.260539644,1.24823054,5.318135703,0.004379189,3072.875266,4090.916092,2700.561436,719.4898344,117.1875,8046.875,3906.25,N
-0.002400771,0.065878982,0.065922712,0.451999766,-0.011616388,-0.207849206,3.911928322,1.255969906,4.913264248,0.00434004,3059.826872,4079.518885,2698.135255,625.9427272,117.1875,8046.875,3906.25,N
-0.00180934,0.06597598,0.066000785,0.433731518,-0.095610134,-0.165257846,3.699681878,1.249927697,4.624334849,0.00435283,3158.171239,4139.454993,2676.012344,629.5095376,117.1875,3906.25,8046.875,N
-0.001997842,0.065242674,0.065273255,0.471221434,-0.178333678,-0.142490605,3.686758979,1.240218725,4.57238752,0.004256607,3205.877373,4177.044368,2677.69489,559.8377388,117.1875,8046.875,4148.4375,N
-0.002250654,0.066056641,0.066094971,0.503397303,-0.084789466,-0.120691034,3.975348478,1.245916811,4.952953497,0.00436348,3072.171136,4083.907971,2690.737599,675.1056185,3906.25,117.1875,8046.875,N
-0.002614201,0.064953478,0.065006064,0.461581468,-0.066472483,-0.133500232,4.041938953,1.249647342,5.050998268,0.004218954,3155.63182,4150.554862,2696.125642,565.7057154,117.1875,8046.875,4148.4375,N
-0.003034218,0.06289224,0.06296539,0.406587484,-0.175978695,-0.13073207,3.530041267,1.244488556,4.393095958,0.003955434,3230.522929,4227.530466,2726.854497,660.8183437,8046.875,117.1875,3906.25,N
-0.003108661,0.063958965,0.064034467,0.432977708,-0.154781739,-0.20520922,3.51731083,1.242998085,4.372010625,0.004090749,3119.610902,4143.416926,2726.890472,809.6102789,8046.875,4148.4375,117.1875,N
-0.002452988,0.066588566,0.066633732,0.432977708,-0.143003026,-0.196492782,3.38010671,1.249627968,4.223875881,0.004434037,3013.969001,4052.518203,2709.039433,788.8369014,117.1875,8046.875,3906.25,N
-0.00189868,0.067078683,0.067105549,0.395171774,-0.250902912,-0.156825482,3.182831748,1.240961727,3.949772384,0.00449955,3013.000412,4049.196368,2705.146899,830.6737002,117.1875,3906.25,8046.875,N
-0.00175965,0.065090992,0.065114772,0.44032029,-0.072048494,-0.181639577,3.413371415,1.249434806,4.264785051,0.004236837,3100.028861,4107.345547,2694.458852,611.4016099,117.1875,8046.875,3781.25,N
-0.001361307,0.064109464,0.064123915,0.44032029,-0.048540787,-0.147306534,3.466115596,1.257450035,4.358467178,0.004110023,3171.949288,4171.198727,2708.807216,743.5453928,117.1875,8046.875,3906.25,N
-0.000190818,0.065308743,0.065309021,0.425601463,-0.199210588,-0.106459667,3.31614976,1.245380968,4.129869796,0.004265232,3145.371416,4126.728406,2671.427706,572.9747888,8046.875,117.1875,4148.4375,N
0.000782494,0.065896755,0.065901401,0.425283734,-0.183943109,-0.13997315,3.286341317,1.244131261,4.088639967,0.004342382,3120.122373,4120.955064,2692.045136,665.8857638,3906.25,8046.875,117.1875,N
0.00046501,0.064272163,0.064273845,0.416010191,-0.144562757,-0.176418214,3.475376147,1.246027449,4.330414074,0.004130911,3275.303754,4243.409281,2697.945078,668.4489432,117.1875,8046.875,3906.25,N
-0.000203156,0.064673852,0.064674172,0.44374899,-0.137805266,-0.224939903,3.536537753,1.245054831,4.403183415,0.004182707,3275.711901,4223.224509,2665.583762,569.8381413,117.1875,8046.875,234.375,N
-0.001139282,0.066274139,0.066283931,0.455595187,-0.180418181,-0.17752693,3.629369045,1.247695289,4.528346658,0.004392262,3076.081735,4094.320002,2702.069103,874.3852575,117.1875,8046.875,3906.25,N
-0.001717362,0.065073397,0.065096055,0.434112114,-0.141671174,-0.132165204,3.695597973,1.248664691,4.614562703,0.004234547,3087.489745,4119.188659,2726.742064,770.7201396,8046.875,117.1875,4148.4375,N
-0.001296489,0.066049709,0.066062432,0.429082153,-0.028417023,-0.200897816,3.565398344,1.260338566,4.493609035,0.004362564,3106.542304,4108.115813,2688.123963,725.1295439,117.1875,8046.875,3906.25,N
-0.000631218,0.065403483,0.065406529,0.424549128,-0.064197352,-0.153711257,3.601152515,1.259986308,4.537402861,0.004277616,3171.3612,4157.514249,2688.381087,633.1362471,117.1875,8046.875,3906.25,N
-0.000476895,0.065835361,0.065837088,0.443077346,-0.079708468,-0.099269793,3.818968189,1.254523643,4.790985886,0.004334295,3093.780843,4093.290421,2680.213902,597.1502437,117.1875,8046.875,3906.25,N
-0.00052525,0.065410761,0.06541287,0.443077346,-0.057021248,-0.116146339,3.843735158,1.255458547,4.825650156,0.004278568,3086.733388,4103.626863,2704.039649,723.5309366,8046.875,3906.25,117.1875,N
-0.000993787,0.062938495,0.06294634,0.399047128,-0.191933289,-0.159018633,3.469340213,1.245188959,4.319984129,0.003961254,3169.477795,4198.442128,2753.420928,640.7230872,8046.875,4265.625,4023.4375,N
-0.000991455,0.063870917,0.063878612,0.395332378,-0.234282362,-0.174264215,3.418707187,1.240928587,4.242371479,0.004079494,3106.002504,4141.34645,2739.251515,704.0038632,3906.25,8046.875,117.1875,N
-0.000850073,0.063983677,0.063989324,0.420164565,-0.112022484,-0.18748435,3.813041889,1.249783497,4.765476827,0.004093911,3189.309688,4175.711698,2695.342631,645.4050395,117.1875,8046.875,3906.25,N
-0.001869414,0.06387885,0.063906198,0.450820869,-0.095515286,-0.191385282,3.818001688,1.250103243,4.772896292,0.004080507,3125.861794,4144.890061,2721.966506,762.0513641,117.1875,8046.875,3906.25,N
-0.002518836,0.06482417,0.064873088,0.437323991,-0.239015892,-0.163209885,3.553046428,1.23749652,4.396882591,0.004202173,3149.865832,4154.230284,2708.500414,778.3298754,8046.875,117.1875,3906.25,N
-0.00298977,0.066192128,0.066259615,0.434498901,-0.120161372,-0.090287095,3.334619863,1.24748945,4.1599031,0.004381398,3086.180149,4077.327857,2664.60026,583.004133,8046.875,234.375,3898.4375,N
-0.0023452,0.067344071,0.067384893,0.526919929,0.091631699,-0.140533467,4.540621613,1.258987824,5.716587325,0.004535224,3034.935166,4021.794302,2638.938791,711.0751049,3906.25,8046.875,117.1875,N
-0.00097472,0.065191285,0.065198572,0.500919647,0.206213192,-0.285981425,4.692883501,1.261255708,5.918926101,0.004249904,3241.323784,4176.358969,2633.589635,488.3009127,117.1875,8046.875,4265.625,N
-0.000444419,0.065780199,0.0657817,0.491250917,0.048587066,-0.209933872,3.904522206,1.254684176,4.898942225,0.004327035,3181.686693,4141.864738,2651.775499,597.2897205,117.1875,3906.25,8046.875,N
7.61E-05,0.066361561,0.066361605,0.476561335,-0.023745314,-0.162324163,3.64904568,1.248188211,4.5546958,0.004403857,3185.514103,4140.522463,2645.075833,603.7376085,117.1875,8046.875,234.375,N
0.00107038,0.065971131,0.065979814,0.456149336,-0.098313723,-0.195122995,3.516725211,1.247438637,4.386898904,0.00435219,3217.317532,4150.304506,2621.811471,577.3115044,117.1875,3906.25,8046.875,N
0.001158636,0.06774161,0.067751518,0.427205208,-0.185078723,-0.192541289,3.455702111,1.243774875,4.29811546,0.004588926,3177.763818,4112.425608,2610.337429,712.1247205,117.1875,3906.25,3789.0625,N
-0.000377107,0.065581812,0.065582897,0.427205208,-0.141273916,-0.173139864,3.569971355,1.243215655,4.438244276,0.004300974,3218.965414,4164.401183,2642.063374,564.6367607,117.1875,8046.875,4265.625,N
-0.000633023,0.066264198,0.066267221,0.4342394,-0.032653299,-0.199192141,3.436913252,1.249707318,4.295135643,0.004390944,3111.874917,4087.403948,2650.11425,646.3725665,117.1875,8046.875,3906.25,N
0.000195094,0.067168658,0.067168942,0.495776008,0.060683458,-0.249022972,4.306920602,1.252334994,5.393707387,0.004511629,3134.221707,4099.381413,2642.268393,595.2266403,117.1875,8046.875,4148.4375,N
